mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
127449,Isekai Majutsushi wa Mahou wo Tonaenai the Comic,The another world's wizard does not chant.,異世界魔術師は魔法を唱えない THE COMIC,Manga,,,Publishing,True,2020-06-01,,6.13,1284.0,,4344,5850,6,Mochi|Koppamu,Comic Valkyrie,Fantasy|Erotica,Harem,Seinen,"A magician named Yard is suddenly summoned to a different world as a hero. Compared to his world, sorcery is not as advanced. The other summoned heroes are also unreliable. With it not being possible to return to the former world, Yard is ready to toy with the people of this world with overwhelming dark magic!

(Source: MU)",https://myanimelist.net/images/manga/1/240468.jpg
90014,Ex-Arm,,EX-ARM エクスアーム,Manga,98.0,14.0,Finished,False,2015-02-18,2019-06-26,6.41,1054.0,19177.0,4345,5849,24,"Komi, Shinya|HiRock",Shounen Jump+,Action|Sci-Fi,,Seinen,"Besides his extreme phobia of electronic devices, Akira Natsume lives his life as a completely ordinary teenager. In contrast, his brother Shuuichi is a university student who excels in many aspects of life. Wanting to follow in Shuuichi's footsteps, Akira becomes determined to better himself. But before he can accomplish this goal, he is hit by a truck while attempting to rescue a girl from delinquents.

After regaining consciousness, Akira is astonished to find himself inside a machine; furthermore, 16 years have passed since the truck accident. Amid Akira's confusion, police officer Minami Uezono explains that Akira's brain resides inside an EX-ARM—a highly advanced weapon capable of causing immense destruction. Accompanied by an android named Alma, Minami is currently aboard an enemy smuggler ship to complete a crucial mission: retrieve Akira's EX-ARM.

Despite initially being bewildered, Akira quickly learns to utilize the vast power of his EX-ARM and eventually meets the head of ",https://myanimelist.net/images/manga/2/163539.jpg
111598,Bloody Sweet,Bloody Sweet,허니 블러드,Manhwa,22.0,4.0,Finished,False,2014-10-22,2017-02-15,7.49,2322.0,3447.0,4346,5848,74,"Lee, Na-Rae",KakaoPage,Romance|Supernatural,School|Vampire,,"Bullied and ostracized, Shin Naerim is looking for a way out. She has no friends, never puts up a fight, and simply endures the pain. This all changes when Naerim meets Vlad Fetechou—a centuries-old vampire who unwittingly enters a blood pact with Naerim. The nature of their bond is one of a master and servant; whenever Naerim sheds blood, a red thread appears, binding the two together.

Fetechou's sole wish is to become human; the only way to accomplish this is to drink the blood of a witch, which Naerim just so happens to be. Growing closer each passing second, the pair learns to heal their own wounds as they face shattered friendships, strained familial bonds, and dreadful shadows from Fetechou's past.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/209465.jpg
102146,Dame na Watashi ni Koishite Kudasai Returns,,ダメな私に恋してくださいR〈リターンズ〉,Manga,24.0,6.0,Finished,False,2016-10-15,2018-10-15,7.51,1610.0,3328.0,4346,5847,27,"Nakahara, Aya",YOU,Comedy|Romance,Adult Cast|Workplace,Josei,"Good-for-nothing Shibata Michiko is back! And with her back are her never-ending troubles. Will she be able to stand on her own feet this time around or will she have to keep on relying on her superior, Kurosawa Ayumu, to get her out of her misery? Hop on board to take a ride for a fun and romantic journey with a woman too good for her own idiocy and a man too good for his own kindness.",https://myanimelist.net/images/manga/1/193597.jpg
56703,Kimi to Aruku,,きみと歩く,One-shot,1.0,,Finished,False,2012-12-07,,7.19,2853.0,6898.0,4347,5847,10,Junko,GUSH,Boys Love|Romance,,,"Hard-working Yuu Harukawa has always been close with his childhood friend Ken Ibuka, who is a skilled soccer player. However, when Yuu discovers that Ken is being scouted by a team from Tokyo, their ordinary life together is threatened. Even though the decision for Ken to leave has already been made, Yuu is scared of the thought of not having his best friend around, leaving him with only one option: he must convey his real feelings before it is too late.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/98543.jpg
3824,Aoi Haru,Blue Spring,青い春,Manga,7.0,1.0,Finished,False,1993-01-01,,6.55,2082.0,17262.0,4349,5846,59,"Matsumoto, Taiyou",,Drama,,Seinen,"This dark and intense drama is set in a boy's high school where Kujo becomes the official leader of a gang. Kujo must constantly defend his position by playing a dangerous rooftop game with the other boys vying for his position. This manga has also been made into a film which has shown in various festivals throughout the world. 

(Source: MU)",https://myanimelist.net/images/manga/3/151411.jpg
43765,"Ichirei shite, Kiss",Make a Bow And Kiss,一礼して、キス,Manga,34.0,7.0,Finished,False,2012-09-13,2014-12-13,6.84,1329.0,12422.0,4350,5846,16,"Kaga, Yakko",Betsucomi,Romance,School,Shoujo,"Since middle school, An has been devoted to archery for six years. However, the last tournament of high school is ending without those results being preserved. Despite having mixed feelings, An has decided to retire, and she is passing the club president title to her kohai, Mikami Youta, who has great ability; however, Mikami swings An around with suggestive behavior...?

(Source: MU)

Included one-shots:
Volume 1: Dekigokoro
Volume 3: SM Catchball",https://myanimelist.net/images/manga/2/92489.jpg
80469,Donten ni Warau Gaiden,,曇天に笑う 外伝,Manga,18.0,3.0,Finished,False,2013-12-24,2017-02-03,7.89,1477.0,1218.0,4351,5845,30,"Karakara, Kemuri",Comic Garden,Action|Supernatural,Historical,Shounen,"In the Meiji Era of Japan, legend has it that the ""Orochi""—an evil giant snake spirit—returns every 300 years to wreak havoc. ""Yamainu,"" an elite fighting force, is assembled to subjugate the Orochi upon its reappearance. Presently, the squad has become involved with a secret government department conducting human experimentation using Orochi cells. This pits Yamainu leader Sousei Abeno against brothers Soramaru and Chuutarou Kumou, who stumble upon several dying escapees of the experiments.

Soramaru encounters Ageha, a criminal doctor allied with Tora, a test subject who massacred cell project researchers using abilities granted by compatible Orochi cells. Despite acknowledging their crimes, Soramaru still decides to side with the two fugitives due to his strong opposition to the exploitation of Orochi cells. With Sousei and Soramaru divided over the ethics of creating novel drugs from the essence of their immortal enemy, the only way to settle this matter may be a fight—however, Sor",https://myanimelist.net/images/manga/2/190626.jpg
110367,Futari no Jikan,,ふたりのじかん,Manga,19.0,2.0,Finished,False,2016-01-30,2018-09-29,6.76,2130.0,13810.0,4352,5845,14,Onio,Manga Life STORIA,Comedy|Romance|Slice of Life,School,,"Typical first-year student Ayato Sanada is fond of photography. Joining the Okuma West High School's photography club, he meets a lazy and carefree second-year named Kazuki Shindou. However, with the club not having participated in any activities since the previous year, Kazuki begins to bring Ayato along with her to take photos of everyday life in and around their school.

Futari no Jikan follows Ayato's journey in dealing with Kazuki's ideas for the club, with Kazuki knowing no boundaries at all. Nevertheless, as Ayato engages in Kazuki's activities, the two of them grow closer to each other as time passes.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/215070.jpg
77857,Hakoiri Drops,,箱入りドロップス,Manga,85.0,6.0,Finished,False,2011-03-09,2017-06-09,7.56,1910.0,2979.0,4353,5843,54,"Tsurusaki, Yuu",Manga Time Kirara,Comedy|Slice of Life,,,"Kasugai Youichi just entered high school and started living on his own. But his new next-door neighbor, Nishimori Shizuku, is the ultimate sheltered girl. The smallest ordinary thing is new to Shizuku, who grew up never leaving her house. Naturally, there's no way he could leave such a cute girl alone!

(Source: MU)",https://myanimelist.net/images/manga/2/188792.jpg
129403,Ie ga Moete Jinsei Doudemo Yoku Natta kara Nokotta Nakenashi no Kane de Dark Elf no Dorei wo Katta.,,家が燃えて人生どうでも良くなったから、残ったなけなしの金でダークエルフの奴隷を買った。,Manga,,,Publishing,True,2020-08-21,,6.25,1173.0,20628.0,4354,5841,15,"Yuzuriha|Michinoku, Koharu",Young Ace UP,Adventure|Fantasy,,,"He lost his new home and all his property, but found a cute girl!

Harold, a poor laborer who saved for years, finally obtained the house of his dreams, only to lose it to a fire the very same day. Feeling like nothing mattered anymore, Harold finds himself at an auction, where he ends up spending all of his savings on a slave, Atie...

Harold, with his secret technique, and Atie, with her skills as an adventurer, begin their freewheeling journey now!

(Source: Kadokawa, translated)",https://myanimelist.net/images/manga/3/243037.jpg
166182,"""Ano Toki Tasukete Itadaita Monster Musume desu."": Isekai Ossan Kyoushi Totsuzen no Moteki ni Konwaku suru",I'm That Monster Girl You Once Helped Out A Middle-Aged Teacher Finds Unexpected Popularity in Another World,「あのとき助けていただいたモンスター娘です。」異世界おっさん教師 突然のモテ期に困惑する,Manga,,,Publishing,True,2023-09-14,,6.27,1094.0,20490.0,4356,5840,13,Okinosuke,Ganma!,Fantasy,School,,"Some 20 years have passed since the protagonist was summoned to another world and retired from the army. He is still single in his 40s and lives as a low-ranking professor, until one day, an elite monster girl transfers into his class.

(Source: MU)",https://myanimelist.net/images/manga/1/318620.jpg
14234,Frogman,,フロッグマン,Manga,60.0,6.0,Finished,False,2009-02-27,2011-10-14,6.7,2677.0,14905.0,4356,5840,18,Nylon,Young Animal,Comedy|Romance|Sports|Ecchi,School,Seinen,"Michiru is a high school boy who isn't really good at anything, including sports and socializing. He likes watching one of his classmates, Haruka, as she practices swimming. Haruka happens to be the only member of the swimming club associated with his school. As she and the coach search for members, she notices him and innocently believes he's been watching her because he really wants to swim. Michiru is unable to say no to her invitation to the club, even though he's never swam before and has no idea how it's done. Michiru finds his life changing as Haruka patiently teaches him how to swim.

(Source: MangaHelpers)

Included one-shot:
Volume 1: Frogman (pilot)",https://myanimelist.net/images/manga/1/53021.jpg
17931,-Hitogatana-,,－ヒトガタナ－,Manga,68.0,11.0,Finished,False,2009-10-10,2020-01-30,7.14,1270.0,7621.0,4357,5838,37,Onigunsou,MAGCOMI,Action|Sci-Fi,,Shounen,"In a world where it is possible to transfer human souls into objects, manned combat androids named ""Katana"" are used to commit heinous crimes and cause uncontrolled chaos. In response, the government creates the Anti-Katana Combat Division (AKCD) to maintain law and order. One member of the organization is Togusa, a human-Katana hybrid from the 8th Squad of the AKCD. Fighting against human and Katana enemies alike, Togusa must come to terms with his existence as a hybrid while unraveling the true nature and history of these androids.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/158526.jpg
129868,Misetagari no Tsuyuno-chan,Tsuyuno-chan Likes to Show Off,見せたがりの露乃ちゃん,Manga,41.0,5.0,Finished,False,2020-02-21,2023-07-21,6.47,1494.0,18493.0,4358,5838,53,"Furumoto, Takeru",Comic Bunch,Comedy|Ecchi,,Seinen,"A little boy has an armpit fetish and a high school girl loves male attention and exposing herself so much so that she doesn't care who it is. When she notices that he has stalked her to her basketball game, she decides it wouldn't be bad to indulge him more.

(Source: Shinchosha, translated)",https://myanimelist.net/images/manga/3/234412.jpg
158862,Teisou Gyakuten Sekai no Doutei Henkyou Ryoushu Kishi,Virgin Knight: I Became the Frontier Lord in a World Ruled by Women,貞操逆転世界の童貞辺境領主騎士,Manga,,,Publishing,True,2023-05-10,,6.5,1061.0,,4360,5836,11,"Michizou|Yanase, Kotatsu",Comic Gardo,Comedy|Fantasy|Erotica,Harem|Isekai|Reincarnation,,"Reborn from modern Japan into a medieval fantasy world where gender roles are flipped, Faust is an anomaly—a rare male knight! Raised as a frontier lord, his old-world values clash hilariously with his new life. The queen's attire leaves little to the imagination, and the busty duke's ""friendly"" advances verge on harassment! Despite getting flustered in court, Faust is a dazzling hero on the battlefield whose prowess can turn the tide of any battle.

When Faust is tasked with advising Princess Valiele on her first mission, what was meant to be a simple skirmish against bandits quickly spirals into an unimaginable trial. Dive into the first volume of a heroic gender-bent saga!

(Source: Seven Seas Entertainment)",https://myanimelist.net/images/manga/3/292632.jpg
11027,Buster Keel!,,BUSTER KEEL!,Manga,47.0,12.0,Finished,False,2008-10-04,2012-07-04,6.84,2228.0,12478.0,4361,5834,41,"Sakamoto, Kenshirou",Shounen Rival,Action|Adventure|Comedy|Fantasy|Supernatural,,Shounen,"""Adventurers"" are the group of people who set off on the adventure to defeat monsters of different ranks. The adventurers are divided into many categories according to their fighting style, eg. Monster Users or Fighters. One young Adventurer, Keel, set off for his journey to find the adventurer, Shiva the Monster User, who is called as the world's best for defeating the fearsome S-ranked monster known as Dragon Ape and who he claimed to have taken something very important away from him. He met with Ravi, another adventurer who is a Monster User, with her monster, Mippy, and decide to stick with her because he was told by the person in the town that Ravi might know where Shiva is...

(Source: MangaHelpers)",https://myanimelist.net/images/manga/1/166312.jpg
22305,Ningen Konchuuki,The Book of Human Insects,人間昆虫記,Manga,4.0,1.0,Finished,False,1970-05-09,1971-02-13,7.4,2420.0,4245.0,4362,5832,49,"Tezuka, Osamu",Play Comic,Mystery,Psychological,Seinen,"Human Metamorphosis, a satirical Manga depicting human society compared to the insect world, focuses on the life of a devious woman. Tomura Toshiko, who is said to be a genius, is a rising star writer. Her novel wins the Akutagawa Prize for the best novel of the year. While she attends the award ceremony, another woman named Usuba Kageri commits suicide in another place. It turns out that Kageri and Toshiko used to live together, and the awarded novel was copied from Kageri's transcript. Toshiko is like a parasite: approaching talented people one after another, squeezing everything out of them and stealing their works for her own fame. Behind her success story, she has her secrets.

(Source: tezukaosamu.net)",https://myanimelist.net/images/manga/3/259239.jpg
30125,Freezing: First Chronicle,,フリージング　ファーストクロニクル,Manga,4.0,1.0,Finished,False,2011-09-27,2012-01-27,7.6,2652.0,2633.0,4363,5832,44,"Yoon, Jae Ho|Im, Dal Young",Comic Valkyrie,Action|Drama|Sci-Fi|Ecchi,,Seinen,"A prequel to the original series, the story centers on Chiffon Fairchild's first year at West Genetics prior to her becoming Student Council President, and also explains the origin of her title, ""The Unmatched Smiling Monster"".

(Source: Wikipedia)",https://myanimelist.net/images/manga/2/64943.jpg
157315,7-nin no Nemurihime,Seven Sleeping Beauties,7人の眠り姫,Manga,,,Publishing,True,2023-03-25,,7.38,1180.0,4459.0,4364,5830,35,"Fiok, Lee",Afternoon,Fantasy|Romance,Harem,Seinen,"In the enchanting Kingdom of Amaryllis, a wandering prince embarks on a noble quest to break an ancient curse that bewitched the land. His mission: to awaken the princess with a true love's kiss. There's just one tiny detail no one warned him about—there are seven princesses to kiss! Undeterred, he takes up the challenge and finds himself living amongst them to unravel the mystery behind the kingdom's slumbering state. Will they all eventually find their happily ever after?

(Source: MU)",https://myanimelist.net/images/manga/3/287153.jpg
26965,Sekai no Hate,The End of the World,セカイの果て,Manga,17.0,4.0,Finished,False,2011-07-02,2012-11-02,7.45,1713.0,3815.0,4364,5828,39,"Makino, Aoi",Ribon Magazine,Romance,School,Shoujo,"Azusa used to be bullied to the point where she begged her parents to move. In her new school, she's asked out by the most popular guy, Kasuga-kun. Afraid of being bullied again, she agrees. But she finds herself falling in love with Kawaguchi-kun and his strength. He gives her hope that she might finally break free from her past and find true love, but Kasuga-kun stares at her possessively with murderous eyes...

(Source: KakerA Translations)",https://myanimelist.net/images/manga/2/86391.jpg
109350,High-Risk Mission Therapy,,ハイリスクミッションセラピー,Manga,71.0,5.0,Finished,False,2017-08-22,2019-02-19,6.59,2406.0,16663.0,4366,5827,9,"Nakashima, Ayumi",Shounen Jump+,Comedy|Romance|Ecchi,School,Shounen,"Iori Kandono is suffering from a new illness called Monderella Syndrome, thanks to which she would suddenly experience severe pain in her chest. To make the pain go away, she can either take the medicine or get a massage from a male person. One day she forgets her medicine at home and has such an attack in school, but fortunately, her classmate, Edogawa, by pure chance runs into her, and it seems he's the only one who can make her pain go away!

(Source: Manga Tokyo, edited)",https://myanimelist.net/images/manga/1/204357.jpg
17402,Dragon Who,,드래곤 후,Manhwa,34.0,5.0,Finished,False,2009-01-01,,6.79,2473.0,13309.0,4366,5827,23,"Kim, Ju-Ri|Ha, Yuhn|Jung, Jae-Rahn",IQ Jump,Comedy|Fantasy|Romance|Ecchi,School|Super Power,,"Roa Coatl is on a mission. He must find the descendant of Quetzalcoatl to make her his wife and continue his great race of dragons. However, with no knowledge about love and having no interest in women, will he be able to accomplish his task in human world?",https://myanimelist.net/images/manga/1/272721.jpg
158399,F-Rank Fortune Hunter,F-Rank Fortune Hunter,F급 사주 헌터,Manhwa,125.0,,Finished,False,2023-04-28,2026-02-26,6.69,1356.0,15128.0,4368,5827,8,Anamin|Uri,KakaoPage,Action|Fantasy,Time Travel,,"In a world of abilities known as fortunes, Seo Kangrim brings misfortune to those around him. Despite his low rank, people fear his power to steal fortunes from the dead. After his entire sect is annihilated by an assassin, Kangrim returns to the past, desperate to prevent its grisly end. He intends to make a difference this time but realizes that even fortunes aren't set in stone. Will Kangrim be able to save his comrades from their unjust deaths, or will he only bring doom to them all again?

(Source: Tapas Media)",https://myanimelist.net/images/manga/2/281202.jpg
117355,Watashi Igai Jinrui Zenin Yuri,The Whole of Humanity Has Gone Yuri Except for Me,私以外人類全員百合,Manga,11.0,2.0,Finished,False,2018-12-26,2020-06-05,6.61,2551.0,16421.0,4369,5826,27,"Haruse, Hiroki",Shounen Ace Plus,Comedy|Girls Love|Sci-Fi,,,"Marika Uruuno is enamored with normality. To fall in love, get married, and build a family—this is her idea of normal. One day, on her way to meet up with her best friends and walk to school together, Marika turns a corner to find them kissing each other. Though shocked to see such intimacy, as her friends have never displayed this kind of behavior before, she decides to think nothing of it. However, her lingering unease is validated when she arrives at her formerly co-ed school, where all of her classmates are now girls. It seems as though Marika has wandered into a world where men no longer exist!

In a panic, Marika heads to the nurse's office to calm down. There she meets Lily Kazami, who is reading a book on parallel universes. Although she is ignored at first, Marika ends up telling Lily about her bizarre situation. Setting aside her disbelief, Lily offers to assist Marika on the condition that they go out together.

Can Marika grow accustomed to a world that pushes the boundarie",https://myanimelist.net/images/manga/3/219650.jpg
64671,Kakei no Alice,Alice in Murderland,架刑のアリス,Manga,44.0,11.0,Finished,False,2014-01-28,2018-09-15,6.83,1055.0,12623.0,4370,5826,83,"Yuki, Kaori",ARIA,,,Shoujo,"To members of the elite house of Kuonji, a clan whose name has incredible pull all over the world, this monthly gathering is the only long-standing (not to mention mandatory) family tradition. But one such family reunion brings with it some unexpected and horrific news for the nine Kuonji siblings, and it comes straight from the lips of their mother Olga. To become the next head of their illustrious family, the siblings must fight each other to the death!

As chaos erupts, Stella, the fourth daughter, loses it and suddenly a whole new Stella, complete with blonde hair and blue dress, comes out to play?!

(Source: Yen Press)",https://myanimelist.net/images/manga/2/212666.jpg
108799,Caramel Honey,,からめるハニー,Manga,5.0,1.0,Finished,False,2015-11-02,2016-02-29,7.07,3013.0,8762.0,4372,5823,63,Takuhei,uvu,Boys Love|Comedy|Romance,School,,"Ayato Nakasone is a transfer student with a unique predisposition: as soon as he takes off his glasses, people in close proximity tend to fall in love with him. Unfortunately, Ayato cannot seem to escape the endless troubles caused by his powers, as they prove effective even at his new school full of delinquents. However, the most notorious student of them all—Yuusei Horiguchi—appears immune to his allure.

Soon enough, Ayato becomes fascinated by the delinquent who is unaffected by his curse. Equally intrigued, Yuusei claims Ayato as his own, and thus begins their odd relationship.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/203984.jpg
117104,Liv,,Liv -リヴ-,One-shot,1.0,,Finished,False,2018-01-01,,7.26,3333.0,5829.0,4372,5824,86,"Kariki, Hajime",Gangan Online,Drama|Romance|Supernatural,,,"Zombie apocalypse survivor Aoki leads a lonely life until one day, he encounters a very peculiar zombie wearing his former school's uniform. He finds that instead of attacking him, she simply stares back at him and can even speak his name. However, as she cannot say much more, Aoki passes the encounter off as quaint and leaves her behind. But he soon realizes that this zombie has unclear motives when she persistently follows him and even protects him from other mindless flesh-eaters.

As Aoki decides to stay together with the zombie, she soon becomes his dear and irreplaceable companion. But in a world where man and zombie are in constant and vicious turmoil, can the two really coexist?

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/221559.jpg
152717,Kimi to Warui Koto ga Shitai,I Wanna Do Bad Things with You,君と悪いことがしたい,Manga,71.0,7.0,Finished,False,2022-10-19,2024-03-27,7.18,1258.0,6977.0,4373,5824,26,Yutaka,Shounen Sunday,Romance,School,Shounen,"Mamori Wataya has always faded into the shadows at her school. Tall and plain, she long ago accepted her role as a side character. When she befriends Soushi Fuji, her brusque classmate who walks with a cane and gets even when people underestimate him, a new avenue appears before her. Can Fuji teach her to embrace her bad side and become a villain like him?

When Fuji asks Wataya to drain the school pool for him, she gets her first taste of the high that comes from breaking the rules. Like the villains in anime and manga that Wataya admires, she's ready to try being a little naughty. Though she may not be ready for drastic crimes, Wataya knows she wants to start doing bad things.

(Source: VIZ Media)",https://myanimelist.net/images/manga/3/275039.jpg
148268,Karina's Last Days,Karina's Last Days,시한부 엑스트라의 시간,Manhwa,,,Publishing,True,2021-11-20,,7.41,1383.0,4207.0,4374,5822,40,"Ja, Eunhyang|Kimpeul",KakaoPage,Drama|Fantasy|Romance,,,"Duke Milian Pastellio, the ruler of the wintry and demon-infested territory of Zentar, is greatly disturbed when he receives news that his fiancée, Karina Leopold, has arrived without notice. He has never liked Karina and had hoped to avoid seeing her until their wedding. However, Karina has firm demands: she wishes to reside in Zentar for several months and then end their engagement, after which they shall part ways forever.

Although Karina asks for no attention, Milian worries about her weak constitution and frequent bouts of illness. In fact, Karina suffers from the incurable art disease—a condition where exceptionally skilled artists can perform miracles such as bringing their pieces to life at the cost of their own wellbeing. As Milian takes a shine to Karina, he desperately tries to find a remedy for her symptoms and alleviate her misery. Appreciative of Milian's efforts, Karina hesitates to reveal the full truth: she has the rarest type of art disease, and no treatment will pre",https://myanimelist.net/images/manga/1/263362.jpg
107505,Risouteki Boyfriend,The World Best Boyfriend,理想的ボーイフレンド,Manga,29.0,7.0,Finished,False,2016-03-31,2018-07-13,7.55,2097.0,3034.0,4375,5820,53,"Ayase, Umi",Bessatsu Margaret,Romance,School,Shoujo,"Upon entering high school, first-year student Yusa Tachikawa fell in love with a tall, athletic senior on her school's basketball team. Watching the basketball team practice every day with her best friend, Nanami Sugio, Yusa eagerly looks for chances to talk to him.

One day, Kaede Haruta, a quiet guy from Yusa's class, takes shelter from the rain in Yusa's part-time workplace. Looking to keep him entertained in the meantime, she recommends he read her favorite shoujo manga. The following day, while Yusa is talking to the guy she likes, she realizes that Nanami harbors feelings for him too! Worried that Nanami will restrain her feelings for Yusa's sake, she claims that she loves Haruta instead. With determination to maintain their cover, Yusa asks Haruta to pretend as her boyfriend, and even though he is far from her ideal type, she begins to question what she really thinks of Haruta.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/200091.jpg
101946,Mattaku Saikin no Tantei to Kitara,Detectives These Days Are Crazy!,まったく最近の探偵ときたら,Manga,,,Publishing,True,2016-04-27,,7.5,1055.0,3365.0,4375,5819,37,"Igarashi, Masakuni",Dengeki Maoh,Comedy|Mystery,,Seinen,"Behold, a great detective who thrills the world solving impossible cases in no time! His name? Keiichirou Nagumo.

...But all of that was over a decade ago. Now he's just your typical middle-aged dude. Nagumo is behind the times to the point that he doesn't even know what a smartphone is. But out of the blue, he is confronted by a high school girl named Mashiro who shows up wanting to be his assistant. Witness the miracles a gender-gap detective duo can make!

(Source: One Peace Books)",https://myanimelist.net/images/manga/1/191790.jpg
100267,Jealousy,Jealousy,ジェラシー,Manga,29.0,5.0,Finished,False,2016-07-30,2021-05-28,7.77,1671.0,,4377,5814,100,"Beriko, Scarlet",Cheri+,Boys Love|Drama|Erotica,,,"Uichi Rogi is in a bind, both literally and figuratively, when he meets Akitora Ooyamato, the yakuza head who's come to collect a debt from Uichi's lover. Instantly smitten, Uichi concocts dubious and often dangerous schemes to get closer to the man, but his lies come at a heavy price—one he may regret having to pay for Akitora's affections.

(Source: SuBLime)",https://myanimelist.net/images/manga/3/199407.jpg
121020,Koi to Dangan,Yakuza Lover,恋と弾丸,Manga,,12.0,Finished,False,2018-03-05,2022-07-05,6.89,1483.0,11478.0,4378,5810,64,"Mino, Nozomi",Premium Cheese!,Drama|Romance,Organized Crime,Shoujo,"Yuri is a determined 20-year-old college student searching for romance when she stumbles into an unexpected encounter at a party. She crosses paths with Ouya Toshiomi, the charming yet dangerous underboss of the Ouya Syndicate. His small act of kindness towards her—a coat and a business card—leaves Yuri smitten.

When they meet again, the chemistry between them is undeniable, but it is also clear that Toshiomi's world is anything but safe; the glamorous life of a yakuza consort comes with luxury, gifts, and deepening affection, as well as living with constant, personal threats to her life. Despite all the risks, Yuri passionately resolves to be Toshiomi's lover no matter the cost.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/225002.jpg
125543,"Level 1 no Saikyou Kenja: Noroi de Saikakyuu Mahou shika Tsukaenai kedo, Kami no Kanchigai de Mugen no Maryoku wo Te ni Ire Saikyou ni",,レベル1の最強賢者 ～呪いで最下級魔法しか使えないけど、神の勘違いで無限の魔力を手に入れ最強に～,Manga,33.0,5.0,Finished,False,2019-11-17,2024-07-26,6.31,1508.0,20091.0,4379,5810,1,"Kanna|Kizuka, Maya",Comic Polca,Action|Fantasy,Harem|Isekai|School,,"One day, Haruto Saijou was forcefully transmigrated and cursed by a god from another world. A world of swords and magic. In this world you get stronger by increasing your battle levels. But due to a curse, Haruto is unable to gain levels. However, due to a mistake by the evil god, Haruto was able to obtain an inexhaustible supply of magic...

(Source: Shousetsuka ni Narou, translated)",https://myanimelist.net/images/manga/2/235435.jpg
147137,Ataerareta Skill wo Tsukatte Kaseide Isekai Bijo-tachi to Ichaicha shitai,,与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい,Manga,,,Publishing,True,2021-12-25,,6.49,1035.0,,4380,5810,28,"Inomoto, Rikako|Renki, Shun",Manga Gaugau,Fantasy|Erotica,Harem|Isekai,,,https://myanimelist.net/images/manga/1/260897.jpg
166632,Otona ni Narenai Bokura wa,,大人になれない僕らは,Manga,28.0,3.0,Finished,False,2024-01-26,2025-02-17,7.23,2253.0,6345.0,4381,5810,36,"Fujita, Joe",Young Magazine Web,Romance,,,,https://myanimelist.net/images/manga/1/305561.jpg
132614,Isshou Suki tte Yutta jan,,一生好きってゆったじゃん,Manga,7.0,1.0,Finished,False,2018-05-30,2020-02-17,6.28,2392.0,20352.0,4382,5809,21,"Yokoyari, Mengo",Big Comic Spirits,Drama|Romance,,Seinen,"1. Hagane no Kokoro
2. Neo Dutch Wife
3. Stand By You
4. ""Kawaii""
5. Ipponbana
6. Koi wa Zenkei Shisei
7. Namu Amidaisuki",https://myanimelist.net/images/manga/3/239489.jpg
597,Negima!? Neo,Negima!? Neo: Magister Negi Magi,ネギま!?neo,Manga,35.0,7.0,Finished,False,2006-09-26,2009-08-20,6.94,2190.0,10653.0,4383,5808,101,"Akamatsu, Ken|Fujima, Takuya",Magazine Special,Action|Comedy|Romance|Ecchi,Harem|School,Shounen,"Welsh magister magi in training, Negi Springfield (ten), is sent to complete his magical training in Japan. Although he's an English teacher in an all girls academy, his class is quite extraordinary for normal school girls... middle school girls, 32 of them, average age 14!",https://myanimelist.net/images/manga/2/156574.jpg
12672,Saitama Chainsaw Shoujo,,さいたまチェーンソー少女,Manga,6.0,1.0,Finished,False,2008-06-27,2008-12-27,5.44,3120.0,22454.0,4384,5807,29,"Sakurazaka, Hiroshi|Uguisu, Kagura",Dengeki Daioh,Action|Drama,Psychological|School,Seinen,"Kirisaki Fumio's just a highschool girl in love...

...but then she finds out that the guy she's fallen for happens to love someone else.

...so she decides to go out and get a chainsaw.

And take it to school.

And then many things happen.

(Source: Horobi no Michi)",https://myanimelist.net/images/manga/4/28837.jpg
88045,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"The Fruit of Evolution: Before I Knew It, My Life Had It Made!",進化の実～知らないうちに勝ち組人生～,Light Novel,,15.0,Finished,False,2014-09-30,2022-12-28,6.99,1013.0,9943.0,4385,5803,57,U35|Miku,,Fantasy,Isekai,,"Hiiragi Seiichi is an ugly, revolting, dirty, smelly fatass; these are the insults hurled at him one after another about his appearance. Such was Seiichi's daily school life of bullying, then for some reason, one day when school was out, a voice claiming to be a God said over the PA system to prepare to be transported to another world. What's more, not Seiichi alone, but the entire school. A fantasy world where game-like elements such as levels, stats, and skills exist. However, the God still had preparations to complete for the transfer, and would send them over as soon as the hero summoning ritual was ready. The classes all formed groups to wait for the transfer, but Seiichi alone was discluded and as such was summoned to a different area. After being transported the first thing Seiichi ate was the ""Fruit of Evolution."" This would come to greatly change his life...

This story is about how Seiichi went from being severely bullied by his classmates, even not being recognized for his a",https://myanimelist.net/images/manga/2/177621.jpg
